Date,Year,Month,Day,Daily_Rainfall_Total_mm,Highest_30_Min_Rainfall_mm,Highest_60_Min_Rainfall_mm,Highest_120_Min_Rainfall_mm,Mean_Temperature_C,Maximum_Temperature_C,Minimum_Temperature_C,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
1999_10_18,1999,10,18,13.92307692,0,0,0,28.025,32.86,24.16,6.6,37.1
1999_10_19,1999,10,19,0.957692308,0,0,0,26.7,29.44,24,6.98,39.6
1999_10_20,1999,10,20,1.180769231,0,0,0,28.25,32.82,24.06,6.92,23.8
1999_10_21,1999,10,21,9.096153846,0,0,0,26.65,31.3,23.96,6.92,32.4
1999_10_22,1999,10,22,12.94230769,0,0,0,26.825,31.08,23.58,8.58,45.4
1999_10_23,1999,10,23,24.49230769,0,0,0,26.7,30.26,23.2,10.24,41.4
1999_10_24,1999,10,24,13.53461538,0,0,0,26.95,31.46,22.9,9.18,47.5
1999_10_25,1999,10,25,0.05,0,0,0,27.125,32.36,22.6,7.26,38.5
1999_10_26,1999,10,26,0.65,0,0,0,27.85,31.46,25.12,7.86,21.6
1999_10_27,1999,10,27,21.02692308,0,0,0,26.125,31.58,23.68,6.48,38.9
1999_10_28,1999,10,28,41.04615385,0,0,0,24.95,30.44,22.4,5.74,30.6
1999_10_29,1999,10,29,20.97692308,0,0,0,26.1,31.94,23.18,6.16,27
1999_10_30,1999,10,30,4.642307692,0,0,0,25.7,29.48,23.62,5.5,29.5
1999_10_31,1999,10,31,0.342307692,0,0,0,26.7,30.64,23.98,6.1,19.8
1999_11_01,1999,11,1,29.13846154,0,0,0,27.925,32.82,23.5,6.62,19.1
1999_11_02,1999,11,2,0.303846154,0,0,0,25.75,28.12,22.48,5.24,44.6
1999_11_03,1999,11,3,0,0,0,0,28.175,32.92,23.94,11.38,37.4
1999_11_04,1999,11,4,0,0,0,0,28.5,33.08,24.68,12.48,36.7
1999_11_05,1999,11,5,0.792307692,0,0,0,28.625,32.76,25.1,9.98,29.9
1999_11_06,1999,11,6,0.469230769,0,0,0,28.5,33.1,24.22,9.8,34.2
1999_11_07,1999,11,7,0.007692308,0,0,0,27.85,31.6,24.68,5.02,16.2
1999_11_08,1999,11,8,4.415384615,0,0,0,28.575,33.42,24.28,10.52,38.5
1999_11_09,1999,11,9,2.607692308,0,0,0,27.4,32.52,23.06,6.04,29.5
1999_11_10,1999,11,10,1.423076923,0,0,0,27.15,33.1,23.9,5.54,27
1999_11_11,1999,11,11,23.94230769,0,0,0,26.425,30.86,24.16,4.86,23
1999_11_12,1999,11,12,21.50384615,0,0,0,26.4,31.58,23.78,6.42,34.2
1999_11_13,1999,11,13,16.65769231,0,0,0,26.075,29.32,23.64,5.7,28.1
1999_11_14,1999,11,14,7.388461538,0,0,0,26.475,31.56,24.32,5.3,20.2
1999_11_15,1999,11,15,9.053846154,0,0,0,25.225,26.96,23.94,6.06,27.4
1999_11_16,1999,11,16,36.42307692,0,0,0,25.95,31.9,23.18,6.38,34.2
1999_11_17,1999,11,17,29.56538462,0,0,0,25.25,30.2,23.56,4.64,45
1999_11_18,1999,11,18,18.05,0,0,0,25.725,31.8,23.42,5.86,24.1
1999_11_19,1999,11,19,18.83076923,0,0,0,26.025,31.98,23.46,6.18,36
1999_11_20,1999,11,20,0.138461538,0,0,0,25.8,28.48,23.64,3.4,16.2
1999_11_21,1999,11,21,8.730769231,0,0,0,26.9,31.54,23.26,6.46,21.6
1999_11_22,1999,11,22,11.01538462,0,0,0,26.625,32.86,23.8,6.42,22.3
1999_11_23,1999,11,23,11.77307692,0,0,0,26.275,32.18,23.28,6.14,28.8
1999_11_24,1999,11,24,6.211538462,0,0,0,26.5,32.32,23.1,6.12,32.4
1999_11_25,1999,11,25,10.56153846,0,0,0,26.5,32.58,23.74,5.24,21.6
1999_11_26,1999,11,26,0,0,0,0,26.95,31.76,23.92,8.02,32.4
1999_11_27,1999,11,27,6.9,0,0,0,26.925,32.48,23.94,8.44,27
1999_11_28,1999,11,28,2.461538462,0,0,0,26.475,28.98,24.12,3.98,20.5
1999_11_29,1999,11,29,29.86153846,0,0,0,27.05,33.16,23.74,7.26,27
1999_11_30,1999,11,30,2.296153846,0,0,0,27.05,31.56,24.04,5.9,21.6
1999_12_01,1999,12,1,3.934615385,0,0,0,26.35,28.96,24,7.04,23.8
1999_12_02,1999,12,2,13.11153846,0,0,0,26.375,31.56,23.78,6.04,23.8
1999_12_03,1999,12,3,85.10769231,0,0,0,25.925,29.04,23.64,6.24,32.4
1999_12_04,1999,12,4,0,0,0,0,26.7,30.6,23.32,5.72,30.2
1999_12_05,1999,12,5,53.86923077,0,0,0,27.975,32.04,24.18,6.08,20.2
1999_12_06,1999,12,6,0.930769231,0,0,0,25.4,27.62,22.62,7.92,30.2
1999_12_07,1999,12,7,0,0,0,0,27.675,32.1,24.08,8.78,28.8
1999_12_08,1999,12,8,0.096153846,0,0,0,26.35,30.34,24.18,8.28,28.8
1999_12_09,1999,12,9,7.084615385,0,0,0,25.5,29.08,23.32,5.36,28.8
1999_12_10,1999,12,10,0.088461538,0,0,0,27.075,31.28,24.4,7.48,24.5
1999_12_11,1999,12,11,19.31923077,0,0,0,26.3,31.54,22.9,5.92,30.6
1999_12_12,1999,12,12,0.276923077,0,0,0,27.175,32.58,23.22,9.26,46.8
1999_12_13,1999,12,13,0,0,0,0,27.95,32.58,24.36,12.22,36.7
1999_12_14,1999,12,14,0.011538462,0,0,0,27.225,31.76,24.22,9.32,40
1999_12_15,1999,12,15,4.823076923,0,0,0,27.65,33.18,24.18,8.92,29.5
1999_12_16,1999,12,16,0.369230769,0,0,0,28.025,33.46,24.14,8.4,24.1
1999_12_17,1999,12,17,10.33076923,0,0,0,27.575,32.14,24.08,6.06,20.5
1999_12_18,1999,12,18,41.35384615,0,0,0,26.63333333,31.22,22.76,6.34,38.2
1999_12_19,1999,12,19,36.7,0,0,0,25.53333333,30.02,22.38,7.86,45
1999_12_20,1999,12,20,3.484615385,0,0,0,26.8,30.4,24.14,16.14,41.4
1999_12_21,1999,12,21,4.626923077,0,0,0,25.36666667,28.06,23.6,10.46,37.8
1999_12_22,1999,12,22,0.992307692,0,0,0,26.73333333,29.48,24.48,19.1,46.8
1999_12_23,1999,12,23,0.330769231,0,0,0,26.36666667,29.24,24,15.86,46.8
1999_12_24,1999,12,24,1.519230769,0,0,0,26.13333333,29.78,23.66,15.34,41.4
1999_12_25,1999,12,25,0.430769231,0,0,0,26.33333333,29.48,23.94,12.94,30.6
1999_12_26,1999,12,26,0,0,0,0,26.3,30.34,23.48,13.84,33.5
1999_12_27,1999,12,27,0,0,0,0,26.4,30.46,22.74,13.58,32.4
1999_12_28,1999,12,28,0.957692308,0,0,0,26.36666667,30.62,22.96,10.68,30.2
1999_12_29,1999,12,29,2.119230769,0,0,0,26.46666667,31.38,22.96,10.82,32.4
1999_12_30,1999,12,30,2.238461538,0,0,0,26.16666667,29.7,22.74,11.74,36
1999_12_31,1999,12,31,11.01538462,0,0,0,26.93333333,30.64,24.18,10.34,30.6
2000_01_01,2000,1,1,9.8,0,0,0,27.03333333,31.68,24.08,9.48,29.9
2000_01_02,2000,1,2,9.603846154,0,0,0,26.83333333,30.52,24.46,8.78,31
2000_01_03,2000,1,3,3.357692308,0,0,0,26.83333333,30.28,24.2,11.14,28.8
2000_01_04,2000,1,4,0.665384615,0,0,0,27.175,31.56,24.22,11.98,32.4
2000_01_05,2000,1,5,50.27307692,0,0,0,24.875,29.22,22.26,5.3,39.6
2000_01_06,2000,1,6,2.134615385,0,0,0,24.9,27.68,22.86,5.64,22.3
2000_01_07,2000,1,7,0.180769231,0,0,0,26.025,28.94,23.88,7.86,23.4
2000_01_08,2000,1,8,0,0,0,0,27.525,32.3,24.36,12.12,28.1
2000_01_09,2000,1,9,2.261538462,0,0,0,27.025,31.68,24,9.44,26.3
2000_01_10,2000,1,10,5.773076923,0,0,0,25.05,26.04,23.6,5.04,18
2000_01_11,2000,1,11,3.153846154,0,0,0,25.85,31.2,23.48,5.64,20.2
2000_01_12,2000,1,12,36.60769231,0,0,0,26.15,31.24,23.6,6.8,32.8
2000_01_13,2000,1,13,1.319230769,0,0,0,24.65,26.74,22.4,6.86,36
2000_01_14,2000,1,14,0.496153846,0,0,0,26.55,31.4,23.08,10.74,33.8
2000_01_15,2000,1,15,0.034615385,0,0,0,26.7,31.76,22.46,9.42,28.4
2000_01_16,2000,1,16,31.55,0,0,0,25.875,31.66,22.26,6.96,23.4
2000_01_17,2000,1,17,47.35,0,0,0,24.85,30.82,22.4,5.32,28.8
2000_01_18,2000,1,18,4.976923077,0,0,0,25.7,30.84,22.46,8.36,28.8
2000_01_19,2000,1,19,2.769230769,0,0,0,26.4,30.56,23.32,9.12,31.3
2000_01_20,2000,1,20,0.038461538,0,0,0,26.825,30.8,24.4,12.18,32.4
2000_01_21,2000,1,21,0,0,0,0,26.15,29.06,23.9,12.56,36
2000_01_22,2000,1,22,0.657692308,0,0,0,26.36666667,31.42,22.3,10.04,30.6
2000_01_23,2000,1,23,0.034615385,0,0,0,26.86666667,31.48,23.12,10.78,37.8
2000_01_24,2000,1,24,7.596153846,0,0,0,25.975,30.82,24,8.76,38.9
2000_01_25,2000,1,25,50.66923077,0,0,0,24.65,25.76,23.24,4.78,17.3
2000_01_26,2000,1,26,0.207692308,0,0,0,25.725,28.44,23.36,12.96,36.7
2000_01_27,2000,1,27,0.365384615,0,0,0,26.675,30.96,23.68,13.42,36
2000_01_28,2000,1,28,1.4,0,0,0,26.05,30.32,23.32,13.14,49
2000_01_29,2000,1,29,2.488461538,0,0,0,25.575,27.98,23.72,12.46,32.4
2000_01_30,2000,1,30,5.215384615,0,0,0,25.45,27.92,23.64,11.52,37.8
2000_01_31,2000,1,31,8.096153846,0,0,0,25.4,29.18,23.1,14.16,41.4
2000_02_01,2000,2,1,8.788461538,0,0,0,25,27.56,23.28,11.7,39.6
2000_02_02,2000,2,2,1.815384615,0,0,0,25.65,29.5,23.46,11.14,37.8
2000_02_03,2000,2,3,0.492307692,0,0,0,25.975,30.02,23.28,10.72,31.3
2000_02_04,2000,2,4,0,0,0,0,26.8,32.08,22.52,8.74,25.9
2000_02_05,2000,2,5,0.003846154,0,0,0,26.475,31.54,22.82,9.22,28.8
2000_02_06,2000,2,6,13.56153846,0,0,0,26.45,32.34,23.4,9.32,25.9
2000_02_07,2000,2,7,11.99230769,0,0,0,26.6,32.72,23.32,5.98,20.9
2000_02_08,2000,2,8,5.915384615,0,0,0,26.45,30.68,24.2,6.78,25.2
2000_02_09,2000,2,9,9.342307692,0,0,0,26.225,30.46,24.08,10.14,27.7
2000_02_10,2000,2,10,2.026923077,0,0,0,25.925,30.26,23.46,7,23.4
2000_02_11,2000,2,11,9.111538462,0,0,0,26.55,31.84,23.44,8.58,31
2000_02_12,2000,2,12,0.003846154,0,0,0,26.6,30.74,22.9,9.58,24.8
2000_02_13,2000,2,13,4.392307692,0,0,0,26.675,32.42,23.12,5.7,27.7
2000_02_14,2000,2,14,10.71923077,0,0,0,26.775,32.58,24.02,7.34,25.9
2000_02_15,2000,2,15,0.238461538,0,0,0,27.325,31.9,24.4,11.56,36
2000_02_16,2000,2,16,0,0,0,0,27.725,32.02,24.74,11.44,32.4
2000_02_17,2000,2,17,10.50769231,0,0,0,26.775,31.72,24.42,8.7,24.5
2000_02_18,2000,2,18,12.33461538,0,0,0,26.525,32.64,22.52,8.34,40.3
2000_02_19,2000,2,19,28.41538462,0,0,0,26.1,32.3,23.14,8.76,45
2000_02_20,2000,2,20,4.023076923,0,0,0,26.1,31.86,23.14,6.12,25.2
2000_02_21,2000,2,21,11.99230769,0,0,0,25.85,32.96,21.68,6.64,39.6
2000_02_22,2000,2,22,33.84615385,0,0,0,25.625,31.96,22.84,6.72,33.8
2000_02_23,2000,2,23,6.373076923,0,0,0,25.775,31.86,23.08,6.84,19.1
2000_02_24,2000,2,24,8.357692308,0,0,0,25.25,31.1,22.9,7,30.6
2000_02_25,2000,2,25,2.623076923,0,0,0,25.275,30.68,22.64,5.58,36
2000_02_26,2000,2,26,1.3,0,0,0,26.7,31.6,22.9,11.48,33.1
2000_02_27,2000,2,27,12.63076923,0,0,0,26.3,30.78,23.84,9.78,30.6
2000_02_28,2000,2,28,4.253846154,0,0,0,26.55,32.46,23.24,6.96,27
2000_02_29,2000,2,29,0,0,0,0,27.525,32.84,23.6,7.26,20.2
2000_03_01,2000,3,1,2.073076923,0,0,0,27.475,31.96,24.68,7.52,25.2
2000_03_02,2000,3,2,0.669230769,0,0,0,28.05,33.64,24.54,9.5,27.7
2000_03_03,2000,3,3,0.353846154,0,0,0,28,33.04,24.64,11.98,35.6
2000_03_04,2000,3,4,0,0,0,0,28.05,33.32,24.48,8,28.1
2000_03_05,2000,3,5,0,0,0,0,28,33.4,23.98,6.7,21.6
2000_03_06,2000,3,6,0.065384615,0,0,0,28.075,33.46,24.2,7.6,24.5
2000_03_07,2000,3,7,0,0,0,0,28.35,33.36,24.42,6.88,19.4
2000_03_08,2000,3,8,0,0,0,0,28.85,34.8,24.58,6.72,22
2000_03_09,2000,3,9,0.407692308,0,0,0,27.925,33.68,24.8,6.68,28.1
2000_03_10,2000,3,10,0,0,0,0,28.4,32.8,25.04,8.36,25.9
2000_03_11,2000,3,11,2.065384615,0,0,0,27.3,32.62,24.24,5.52,25.2
2000_03_12,2000,3,12,3.246153846,0,0,0,25.625,28.58,23.84,5.72,23.8
2000_03_13,2000,3,13,5.365384615,0,0,0,27.725,33.6,23.78,8.48,28.4
2000_03_14,2000,3,14,6.123076923,0,0,0,26.725,32.24,22.5,5.74,67.7
2000_03_15,2000,3,15,17.60769231,0,0,0,26.075,33.2,22.58,6.72,47.9
2000_03_16,2000,3,16,17.38461538,0,0,0,26.775,33.74,22.22,8.72,41.4
2000_03_17,2000,3,17,25.48461538,0,0,0,26.5,32.52,23.6,6.24,35.6
2000_03_18,2000,3,18,8.376923077,0,0,0,26.025,32.1,23.44,5.44,47.5
2000_03_19,2000,3,19,28.61538462,0,0,0,26.55,33.34,23.18,7.66,41.4
2000_03_20,2000,3,20,1.603846154,0,0,0,26.325,31.44,23.7,5.16,18
2000_03_21,2000,3,21,2.326923077,0,0,0,26.5,29.48,23.98,5.94,23.4
2000_03_22,2000,3,22,1.203846154,0,0,0,25.625,27.62,23.9,4.5,20.2
2000_03_23,2000,3,23,10.95,0,0,0,27.4,32.98,23.76,6.58,24.5
2000_03_24,2000,3,24,9.903846154,0,0,0,26.625,32.26,23.74,9.18,36.7
2000_03_25,2000,3,25,14.13461538,0,0,0,27,32.74,23.74,6.74,28.8
2000_03_26,2000,3,26,13.35769231,0,0,0,25.85,29.74,23.68,6.04,41.4
2000_03_27,2000,3,27,1.45,0,0,0,26.4,31.88,23.58,5.18,23
2000_03_28,2000,3,28,62.86923077,0,0,0,26.075,32.9,23.22,7.68,30.6
2000_03_29,2000,3,29,7.184615385,0,0,0,25.95,31.1,23.18,4.98,23
2000_03_30,2000,3,30,15.85,0,0,0,26.325,32.86,23.14,6.58,33.8
2000_03_31,2000,3,31,0.015384615,0,0,0,26.6,32.46,23.8,5.04,30.6
2000_04_01,2000,4,1,11.11923077,0,0,0,26.825,32.56,23.72,4.76,28.8
2000_04_02,2000,4,2,31.16153846,0,0,0,27.35,32.14,23.9,6.18,22.7
2000_04_03,2000,4,3,12.19230769,0,0,0,27.875,32.54,23.26,7.44,32.4
2000_04_04,2000,4,4,3.392307692,0,0,0,26.775,30.4,23.72,5.3,34.2
2000_04_05,2000,4,5,4.861538462,0,0,0,27.025,30.52,24.28,6.28,30.6
2000_04_06,2000,4,6,24.91153846,0,0,0,26.225,32.46,23.54,5.76,41.4
2000_04_07,2000,4,7,3.75,0,0,0,27.975,33.36,24.18,7.5,27
2000_04_08,2000,4,8,6.692307692,0,0,0,26.475,32.76,23.64,5.52,34.6
2000_04_09,2000,4,9,15.74230769,0,0,0,26.75,33.38,23.06,6.04,25.2
2000_04_10,2000,4,10,22.94615385,0,0,0,26.025,30.16,23.72,5.76,36
2000_04_11,2000,4,11,0.603846154,0,0,0,26.675,31.04,23.56,4.12,25.2
2000_04_12,2000,4,12,0.003846154,0,0,0,28.125,33.12,24.6,5.36,23.4
2000_04_13,2000,4,13,1.046153846,0,0,0,28.95,33.64,25.98,7.76,64.8
2000_04_14,2000,4,14,0,0,0,0,29.55,34.02,25.7,8.4,26.3
2000_04_15,2000,4,15,1.646153846,0,0,0,29.375,33.88,26.04,6.92,25.9
2000_04_16,2000,4,16,1.480769231,0,0,0,26.5,29.28,23.72,5.1,41.4
2000_04_17,2000,4,17,13.56153846,0,0,0,25.925,31.02,23.76,5.5,56.5
2000_04_18,2000,4,18,19.77307692,0,0,0,26.55,33.12,23.02,5.02,45.4
2000_04_19,2000,4,19,1.426923077,0,0,0,27.65,33.6,24.24,5.6,32.8
2000_04_20,2000,4,20,20.59230769,0,0,0,27.15,32.92,24.14,5.72,24.1
2000_04_21,2000,4,21,29.41538462,0,0,0,26.1,31.26,24.1,4.82,32.4
2000_04_22,2000,4,22,0,0,0,0,27.625,32.48,23.82,7.8,26.6
2000_04_23,2000,4,23,6.884615385,0,0,0,27.35,32.74,24.78,5.7,19.4
2000_04_24,2000,4,24,0.769230769,0,0,0,27.075,31.38,24.18,4.4,37.8
2000_04_25,2000,4,25,0.784615385,0,0,0,26.925,31.28,24.84,6.8,35.6
2000_04_26,2000,4,26,8.173076923,0,0,0,26.65,31.1,23.92,4.84,32.4
2000_04_27,2000,4,27,27.72692308,0,0,0,25.925,29.1,23.44,5.18,34.6
2000_04_28,2000,4,28,18.09230769,0,0,0,27.375,33.28,24.04,7.72,31.7
2000_04_29,2000,4,29,0.211538462,0,0,0,28.175,33.58,24.3,6.46,25.6
2000_04_30,2000,4,30,3.25,0,0,0,26.85,32.32,24.1,8.14,45.7
2000_05_01,2000,5,1,0,0,0,0,27.85,33.36,23.34,6.1,24.8
2000_05_02,2000,5,2,0.215384615,0,0,0,27.7,32.1,25,6.84,21.6
2000_05_03,2000,5,3,19.83846154,0,0,0,26.8,32.94,23.76,6.14,29.2
2000_05_04,2000,5,4,0.796153846,0,0,0,26.85,33.12,24.02,5.12,31.3
2000_05_05,2000,5,5,8.146153846,0,0,0,26.675,32.5,24.04,5.46,38.2
2000_05_06,2000,5,6,3.146153846,0,0,0,27.825,32.22,24.42,4.64,27
2000_05_07,2000,5,7,0,0,0,0,27.4,32.4,24.78,4.66,23.4
2000_05_08,2000,5,8,0.023076923,0,0,0,28.375,33.68,24.42,6.08,23.4
2000_05_09,2000,5,9,0.196153846,0,0,0,28.825,33.64,25.56,7.1,25.6
2000_05_10,2000,5,10,0.342307692,0,0,0,29.275,33.96,25.94,8.32,25.9
2000_05_11,2000,5,11,7.511538462,0,0,0,28.175,32.26,24.72,7.32,42.5
2000_05_12,2000,5,12,0,0,0,0,28.9,33.14,25.36,9.18,31.3
2000_05_13,2000,5,13,0,0,0,0,28.75,32.94,25.1,6.3,18.7
2000_05_14,2000,5,14,0.580769231,0,0,0,29.65,34.56,25.26,7.28,19.8
2000_05_15,2000,5,15,9.161538462,0,0,0,30.05,34.02,26.28,9.3,25.2
2000_05_16,2000,5,16,1.515384615,0,0,0,26.85,30.1,22.68,7.16,41.4
2000_05_17,2000,5,17,0,0,0,0,28.725,34.02,24.56,8.08,23.4
2000_05_18,2000,5,18,7.657692308,0,0,0,28.825,33.82,24.36,6.08,37.8
2000_05_19,2000,5,19,0.119230769,0,0,0,28.2,32.54,25.52,5.72,22.7
2000_05_20,2000,5,20,0.407692308,0,0,0,29.175,33.32,26.02,8.02,24.1
2000_05_21,2000,5,21,0,0,0,0,29.8,34.02,26.06,9.22,25.2
2000_05_22,2000,5,22,2.830769231,0,0,0,28.65,33.62,25.18,9.46,31.3
2000_05_23,2000,5,23,0,0,0,0,28.6,33.94,24.7,9.66,31.7
2000_05_24,2000,5,24,6.723076923,0,0,0,27.925,34.08,24.78,8,25.9
2000_05_25,2000,5,25,14.09615385,0,0,0,27.4,34.34,23.14,9.64,37.8
2000_05_26,2000,5,26,3.026923077,0,0,0,27.425,32.46,24.32,5.48,15.8
2000_05_27,2000,5,27,10.2,0,0,0,27.225,33.46,24.24,6.8,41.4
2000_05_28,2000,5,28,0.003846154,0,0,0,27.85,32.86,23.88,8.44,24.1
2000_05_29,2000,5,29,2.438461538,0,0,0,28.125,33.02,25.02,8.04,25.6
2000_05_30,2000,5,30,1.088461538,0,0,0,28.075,32.6,25.24,8.66,35.6
2000_05_31,2000,5,31,0,0,0,0,27.875,31.48,25,8.78,25.6
2000_06_01,2000,6,1,6.942307692,0,0,0,27.05,31.62,24.38,5.7,27
2000_06_02,2000,6,2,16.93076923,0,0,0,26.325,29.6,24.46,5.72,18.4
2000_06_03,2000,6,3,8.1,0,0,0,26.925,31.22,24.56,5.82,25.2
2000_06_04,2000,6,4,2.588461538,0,0,0,28.175,33.04,24.84,8.72,28.8
2000_06_05,2000,6,5,17.27307692,0,0,0,27.125,32.52,24.48,6.4,31.3
2000_06_06,2000,6,6,12.26538462,0,0,0,26.075,27.84,23.4,6.36,27
2000_06_07,2000,6,7,2.357692308,0,0,0,25.925,30.98,23.54,6.16,23.8
2000_06_08,2000,6,8,0.634615385,0,0,0,27.325,31.64,23.78,7.12,29.5
2000_06_09,2000,6,9,0,0,0,0,26.675,30.54,23.9,5.38,30.6
2000_06_10,2000,6,10,7.842307692,0,0,0,28.2,32.76,23.7,6.74,19.8
2000_06_11,2000,6,11,12.71538462,0,0,0,26.3,30.02,23.52,6.02,32
2000_06_12,2000,6,12,0,0,0,0,27.75,31.74,24.7,7.34,30.6
2000_06_13,2000,6,13,5.161538462,0,0,0,27.475,32.52,24.72,6.68,24.8
2000_06_14,2000,6,14,0.95,0,0,0,28.2,33.18,24.38,7.82,28.1
2000_06_15,2000,6,15,9.473076923,0,0,0,27.775,31.54,24.52,7.2,24.1
2000_06_16,2000,6,16,0.065384615,0,0,0,26.75,29.54,23.38,8.34,32.4
2000_06_17,2000,6,17,32.73846154,0,0,0,26.825,32.06,23.68,7.56,33.5
2000_06_18,2000,6,18,9.392307692,0,0,0,26.525,30.96,22.34,8.58,51.5
2000_06_19,2000,6,19,0,0,0,0,26.65,31.4,22.76,8.14,25.9
2000_06_20,2000,6,20,10.36153846,0,0,0,26.7,32.5,23.38,6.54,31
2000_06_21,2000,6,21,1.942307692,0,0,0,26.05,29.2,23.06,9.56,46.4
2000_06_22,2000,6,22,0.05,0,0,0,27.775,32.96,23.66,7.44,24.5
2000_06_23,2000,6,23,2.6,0,0,0,27.1,29.98,25.38,4.26,13
2000_06_24,2000,6,24,1.296153846,0,0,0,27.65,31.46,24.9,8.24,25.6
2000_06_25,2000,6,25,0.042307692,0,0,0,28.1,32.16,25.08,9.74,27.4
2000_06_26,2000,6,26,0.003846154,0,0,0,28.175,31.98,24.68,9.62,28.8
2000_06_27,2000,6,27,17.86923077,0,0,0,26.975,31.58,24.4,5.12,20.5
2000_06_28,2000,6,28,0.680769231,0,0,0,27.3,31.82,22.88,7.68,35.3
2000_06_29,2000,6,29,0.188461538,0,0,0,27.175,31.38,24.06,8.36,28.8
2000_06_30,2000,6,30,0.969230769,0,0,0,28.1,32.76,24.72,9.44,27
2000_07_01,2000,7,1,6.3,0,0,0,27.7,31.44,24.54,7.14,24.8
2000_07_02,2000,7,2,0.003846154,0,0,0,28.025,32.02,23.76,9.72,28.8
2000_07_03,2000,7,3,0.126923077,0,0,0,29.2,32.32,26.06,11.76,34.2
2000_07_04,2000,7,4,13.57692308,0,0,0,28.55,31.16,23.58,9.3,41.8
2000_07_05,2000,7,5,0.226923077,0,0,0,26.325,29.66,22.54,5.58,46.4
2000_07_06,2000,7,6,0,0,0,0,28.75,33.14,25.14,9.2,25.2
2000_07_07,2000,7,7,1.384615385,0,0,0,29.025,32.48,26.34,8.08,32.4
2000_07_08,2000,7,8,0.457692308,0,0,0,28.8,32.84,25.7,9.22,36
2000_07_09,2000,7,9,0,0,0,0,28.725,33.12,25.26,9.8,32.8
2000_07_10,2000,7,10,0,0,0,0,28.925,32.76,25.3,10,32.4
2000_07_11,2000,7,11,0,0,0,0,28.95,32.66,25.56,10.7,32
2000_07_12,2000,7,12,3.546153846,0,0,0,28.325,32.8,25.1,9.2,40.7
2000_07_13,2000,7,13,1.707692308,0,0,0,28.025,32.82,24.66,8.02,31
2000_07_14,2000,7,14,0,0,0,0,28.725,33,25.14,9.64,28.8
2000_07_15,2000,7,15,0,0,0,0,29.025,33,26.18,10.76,37.1
2000_07_16,2000,7,16,7.119230769,0,0,0,28.275,31.8,25.62,10.06,32
2000_07_17,2000,7,17,0.023076923,0,0,0,28.75,32.88,25.14,10.34,36
2000_07_18,2000,7,18,3.192307692,0,0,0,28.05,32.92,25.06,8.98,45
2000_07_19,2000,7,19,4.057692308,0,0,0,26.75,31.84,24.1,7.72,42.5
2000_07_20,2000,7,20,3.869230769,0,0,0,27.4,32.56,24.06,8.56,32.4
2000_07_21,2000,7,21,0.123076923,0,0,0,27.8,33.28,24.32,9.04,36
2000_07_22,2000,7,22,2.946153846,0,0,0,26.625,30.52,24.28,4.76,28.8
2000_07_23,2000,7,23,33.11153846,0,0,0,26.175,31.62,24.1,7.36,38.2
2000_07_24,2000,7,24,32.16923077,0,0,0,25.375,29.08,22.78,6.78,41.4
2000_07_25,2000,7,25,28.46153846,0,0,0,24.45,28.7,22.58,6.6,38.2
2000_07_26,2000,7,26,0.019230769,0,0,0,26.125,29.46,23.3,4.9,15.5
2000_07_27,2000,7,27,0.357692308,0,0,0,27.725,32.48,23,9.46,29.2
2000_07_28,2000,7,28,0.034615385,0,0,0,28.15,32.2,25.22,9.9,30.6
2000_07_29,2000,7,29,17.54615385,0,0,0,26.225,29.54,23.64,7.18,52.2
2000_07_30,2000,7,30,2.8,0,0,0,26.65,30.94,23.82,8.32,23
2000_07_31,2000,7,31,8.442307692,0,0,0,26.25,31.14,24.3,6.6,36.7
2000_08_01,2000,8,1,3.115384615,0,0,0,25.575,29.38,23.72,8.68,29.2
2000_08_02,2000,8,2,12.57692308,0,0,0,25.7,28.64,23.46,9.42,42.1
2000_08_03,2000,8,3,0.280769231,0,0,0,25.7,28.74,22.8,6.12,29.9
2000_08_04,2000,8,4,16.11538462,0,0,0,26.1,30.22,23.26,6.34,45.4
2000_08_05,2000,8,5,0.680769231,0,0,0,25.925,28.3,23.26,8.26,33.1
2000_08_06,2000,8,6,1.034615385,0,0,0,26.9,31.98,23.72,6.96,37.1
2000_08_07,2000,8,7,0.796153846,0,0,0,26.95,32.08,24.28,7.98,36
2000_08_08,2000,8,8,9.376923077,0,0,0,26.525,31.36,23.66,7.7,39.6
2000_08_09,2000,8,9,0.634615385,0,0,0,26.725,31.6,23.88,6.02,34.9
2000_08_10,2000,8,10,1.269230769,0,0,0,26.8,30.6,24.42,6.6,27.4
2000_08_11,2000,8,11,8.919230769,0,0,0,26.825,31,24.12,6.94,30.6
2000_08_12,2000,8,12,2.8,0,0,0,25.475,26.82,24.24,6.62,30.2
2000_08_13,2000,8,13,0.065384615,0,0,0,27.45,30.9,24.56,10.14,32.4
2000_08_14,2000,8,14,0,0,0,0,27.425,30.54,24.14,8.04,24.1
2000_08_15,2000,8,15,28.38076923,0,0,0,26.575,32,22.9,8.74,32
2000_08_16,2000,8,16,0.973076923,0,0,0,24.725,26.84,22.58,6.4,31.3
2000_08_17,2000,8,17,0,0,0,0,27.55,32.42,23.08,8.96,29.2
2000_08_18,2000,8,18,5.353846154,0,0,0,26.75,30.3,24.2,5.2,29.2
2000_08_19,2000,8,19,0.6,0,0,0,27.75,32.42,24.24,8.62,28.8
